pe,run,task_id,op_name,start_ts,end_ts,wait_start_ts
1,0,1,TRSM(1;0),1777199253060907407,1777199253064904079,1777199253058396559
1,0,5,TRSM(5;0),1777199253060907407,1777199253066248591,1777199253058418063
1,0,9,TRSM(9;0),1777199253060907407,1777199253067600271,1777199253058438543
1,0,13,TRSM(13;0),1777199253060907407,1777199253068960143,1777199253058462095
1,0,17,GEMM(2;1;0),1777199253064949135,1777199253071815055,1777199253064929679
1,0,45,SYRK(3;3;0),1777199253068882319,1777199253088649615,1777199253058494863
1,0,33,GEMM(4;2;0),1777199253064927631,1777199253114047887,1777199253058509199
1,0,21,GEMM(6;1;0),1777199253066480015,1777199253138103695,1777199253064928655
1,0,81,SYRK(6;6;0),1777199253066480015,1777199253074040207,1777199253058572687
1,0,49,GEMM(7;3;0),1777199253068882319,1777199253092467087,1777199253066247567
1,0,61,GEMM(7;4;0),1777199253067601295,1777199253117114767,1777199253067598223
1,0,37,GEMM(8;2;0),1777199253068992911,1777199253141026191,1777199253068959119
1,0,73,GEMM(8;5;0),1777199253066282383,1777199253078164879,1777199253066278287
1,0,93,GEMM(9;7;0),1777199253067660687,1777199253095880079,1777199253067627919
1,0,101,GEMM(9;8;0),1777199253067660687,1777199253120348559,1777199253067627919
1,0,25,GEMM(10;1;0),1777199253068020111,1777199253144392079,1777199253064929679
1,0,85,GEMM(10;6;0),1777199253074042255,1777199253081550223,1777199253074039183
1,0,109,GEMM(10;9;0),1777199253068020111,1777199253098780047,1777199253067628943
1,0,53,GEMM(11;3;0),1777199253117145487,1777199253123507599,1777199253117113743
1,0,65,GEMM(11;4;0),1777199253141057935,1777199253147893135,1777199253141025167
1,0,121,SYRK(11;11;0),1777199253078166927,1777199253083298191,1777199253078163855
1,0,41,GEMM(12;2;0),1777199253095881103,1777199253101914511,1777199253095878031
1,0,77,GEMM(12;5;0),1777199253066282383,1777199253126481295,1777199253066279311
1,0,117,GEMM(12;10;0),1777199253144424847,1777199253151328655,1777199253144391055
1,0,97,GEMM(13;7;0),1777199253069017487,1777199253086863759,1777199253068994959
1,0,105,GEMM(13;8;0),1777199253069019535,1777199253105095055,1777199253068993935
1,0,29,GEMM(14;1;0),1777199253092007311,1777199253129867663,1777199253064929679
1,0,89,GEMM(14;6;0),1777199253147895183,1777199253154271631,1777199253147891087
1,0,113,GEMM(14;9;0),1777199253092009359,1777199253157334415,1777199253067628943
1,0,133,SYRK(14;14;0),1777199253101940111,1777199253106641295,1777199253101913487
1,0,57,GEMM(15;3;0),1777199253126484367,1777199253133057423,1777199253126480271
1,0,69,GEMM(15;4;0),1777199253151330703,1777199253167112591,1777199253151326607
1,0,125,GEMM(15;11;0),1777199253086864783,1777199253160375695,1777199253086861711
1,0,129,GEMM(15;12;0),1777199253105097103,1777199253110718863,1777199253105093007
1,0,137,TRSM(2;1),1777199253101385103,1777199253135416719,1777199253071844751
1,0,141,TRSM(6;1),1777199253138126223,1777199253169951119,1777199253138123151
1,0,145,TRSM(10;1),1777199253144428943,1777199253163197839,1777199253144425871
1,0,149,TRSM(14;1),1777199253129900431,1777199253166558607,1777199253129897359
1,0,165,SYRK(3;3;1),1777199253171802511,1777199253219708303,1777199253088675215
1,0,153,GEMM(4;2;1),1777199253137557903,1777199253172380047,1777199253135446415
1,0,201,SYRK(6;6;1),1777199253169972623,1777199253179928975,1777199253169968527
1,0,169,GEMM(7;3;1),1777199253173381519,1777199253200986511,1777199253092496783
1,0,181,GEMM(7;4;1),1777199253173381519,1777199253223487887,1777199253117145487
1,0,157,GEMM(8;2;1),1777199253162405263,1777199253175334287,1777199253141061007
1,0,193,GEMM(8;5;1),1777199253162406287,1777199253183641999,1777199253078193551
1,0,213,GEMM(9;7;1),1777199253173382543,1777199253203970447,1777199253095900559
1,0,221,GEMM(9;8;1),1777199253162406287,1777199253226815887,1777199253120377231
1,0,205,GEMM(10;6;1),1777199253169973647,1777199253178355087,1777199253169968527
1,0,229,GEMM(10;9;1),1777199253163233679,1777199253186990479,1777199253163229583
1,0,173,GEMM(11;3;1),1777199253196498319,1777199253206944143,1777199253123533199
1,0,185,GEMM(11;4;1),1777199253196499343,1777199253229675919,1777199253147919759
1,0,241,SYRK(11;11;1),1777199253196499343,1777199253250410895,1777199253083323791
1,0,161,GEMM(12;2;1),1777199253172327823,1777199253190060431,1777199253135446415
1,0,197,GEMM(12;5;1),1777199253172326799,1777199253209963919,1777199253126509967
1,0,237,GEMM(12;10;1),1777199253172327823,1777199253233207695,1777199253163229583
1,0,217,GEMM(13;7;1),1777199253173382543,1777199253254191503,1777199253086892431
