pe,run,task_id,op_name,start_ts,end_ts,wait_start_ts
3,0,3,TRSM(3;0),1777199253060907754,1777199253068857066,1777199253058396906
3,0,7,TRSM(7;0),1777199253060907754,1777199253064897258,1777199253058419434
3,0,11,TRSM(11;0),1777199253060908778,1777199253066410730,1777199253058438890
3,0,15,TRSM(15;0),1777199253060908778,1777199253068036842,1777199253058460394
3,0,31,SYRK(2;2;0),1777199253064906474,1777199253069993706,1777199253058475754
3,0,19,GEMM(4;1;0),1777199253064937194,1777199253091392234,1777199253058493162
3,0,47,GEMM(5;3;0),1777199253068884714,1777199253115471594,1777199253068881642
3,0,59,GEMM(5;4;0),1777199253066281706,1777199253138491114,1777199253058525930
3,0,35,GEMM(6;2;0),1777199253066501866,1777199253074299626,1777199253058542314
3,0,71,GEMM(6;5;0),1777199253066501866,1777199253094858474,1777199253064897258
3,0,91,SYRK(7;7;0),1777199253064907498,1777199253116989162,1777199253064904426
3,0,23,GEMM(8;1;0),1777199253068068586,1777199253141539562,1777199253068035818
3,0,83,GEMM(8;6;0),1777199253070022378,1777199253078174442,1777199253069991658
3,0,51,GEMM(9;3;0),1777199253068885738,1777199253097935594,1777199253068881642
3,0,63,GEMM(9;4;0),1777199253115474666,1777199253121085162,1777199253115470570
3,0,39,GEMM(10;2;0),1777199253138517738,1777199253144620778,1777199253138490090
3,0,75,GEMM(10;5;0),1777199253074361066,1777199253081539306,1777199253074299626
3,0,115,SYRK(10;10;0),1777199253094861546,1777199253099524842,1777199253094858474
3,0,95,GEMM(11;7;0),1777199253066450666,1777199253124080362,1777199253066447594
3,0,103,GEMM(11;8;0),1777199253066448618,1777199253148377834,1777199253066445546
3,0,27,GEMM(12;1;0),1777199253078194922,1777199253084743402,1777199253078174442
3,0,87,GEMM(12;6;0),1777199253097938666,1777199253103219434,1777199253097934570
3,0,111,GEMM(12;9;0),1777199253121088234,1777199253127092970,1777199253121084138
3,0,55,GEMM(13;3;0),1777199253068996330,1777199253151809258,1777199253068881642
3,0,67,GEMM(13;4;0),1777199253081573098,1777199253088006890,1777199253081538282
3,0,123,GEMM(13;11;0),1777199253068996330,1777199253106450154,1777199253066445546
3,0,127,GEMM(13;12;0),1777199253124083434,1777199253130317546,1777199253124079338
3,0,43,GEMM(14;2;0),1777199253148379882,1777199253154876138,1777199253148375786
3,0,79,GEMM(14;5;0),1777199253092008682,1777199253166003946,1777199253084742378
3,0,119,GEMM(14;10;0),1777199253103222506,1777199253109999338,1777199253103218410
3,0,131,GEMM(14;13;0),1777199253127095018,1777199253133592298,1777199253127090922
3,0,99,GEMM(15;7;0),1777199253068104426,1777199253158266602,1777199253068071658
3,0,107,GEMM(15;8;0),1777199253068102378,1777199253169050346,1777199253068070634
3,0,135,SYRK(15;15;0),1777199253068101354,1777199253111468778,1777199253068070634
3,0,139,TRSM(4;1),1777199253100917482,1777199253136052970,1777199253091422954
3,0,143,TRSM(8;1),1777199253141570282,1777199253162386154,1777199253141568234
3,0,147,TRSM(12;1),1777199253100918506,1777199253172283114,1777199253084771050
3,0,151,SYRK(2;2;1),1777199253135445738,1777199253172527850,1777199253070023402
3,0,167,GEMM(5;3;1),1777199253171537642,1777199253182441194,1777199253115499242
3,0,179,GEMM(5;4;1),1777199253138523882,1777199253162959594,1777199253138520810
3,0,155,GEMM(6;2;1),1777199253169968874,1777199253199377130,1777199253074362090
3,0,191,GEMM(6;5;1),1777199253169969898,1777199253176053482,1777199253094887146
3,0,211,SYRK(7;7;1),1777199253173382890,1777199253184394986,1777199253117021930
3,0,203,GEMM(8;6;1),1777199253169969898,1777199253190834922,1777199253162408682
3,0,171,GEMM(9;3;1),1777199253171537642,1777199253202611946,1777199253097971434
3,0,183,GEMM(9;4;1),1777199253136079594,1777199253179084522,1777199253136074474
3,0,159,GEMM(10;2;1),1777199253163229930,1777199253187924714,1777199253144652522
3,0,195,GEMM(10;5;1),1777199253163229930,1777199253193758442,1777199253081574122
3,0,235,SYRK(10;10;1),1777199253163229930,1777199253203989226,1777199253099552490
3,0,215,GEMM(11;7;1),1777199253196499690,1777199253219247850,1777199253124100842
3,0,223,GEMM(11;8;1),1777199253196499690,1777199253236449002,1777199253162408682
3,0,207,GEMM(12;6;1),1777199253172331242,1777199253196806890,1777199253172323050
3,0,231,GEMM(12;9;1),1777199253172333290,1777199253207492330,1777199253172323050
3,0,175,GEMM(13;3;1),1777199253171536618,1777199253222254314,1777199253151839978
3,0,187,GEMM(13;4;1),1777199253136079594,1777199253239334634,1777199253136074474
3,0,243,GEMM(13;11;1),1777199253196500714,1777199253256452842,1777199253106464490
3,0,247,GEMM(13;12;1),1777199253172332266,1777199253210911466,1777199253172323050
3,0,163,GEMM(14;2;1),1777199253166595818,1777199253225613034,1777199253154906858
3,0,199,GEMM(14;5;1),1777199253166595818,1777199253242209002,1777199253166033642
3,0,239,GEMM(14;10;1),1777199253166595818,1777199253259303658,1777199253110034154
3,0,251,GEMM(14;13;1),1777199253166595818,1777199253213911786,1777199253133614826
3,0,219,GEMM(15;7;1),1777199253173383914,1777199253228732138,1777199253158295274
3,0,227,GEMM(15;8;1),1777199253169076970,1777199253245134570,1777199253169067754
3,0,255,SYRK(15;15;1),1777199253165449962,1777199253261088490,1777199253111505642
3,0,259,TRSM(5;2),1777199253210937066,1777199253217119978,1777199253210910442
3,0,263,TRSM(9;2),1777199253225615082,1777199253231729386,1777199253225610986
3,0,267,TRSM(13;2),1777199253242232554,1777199253247925994,1777199253242209002
3,0,271,GEMM(4;3;2),1777199253259334378,1777199253264530154,1777199253259302634
3,0,283,SYRK(4;4;2),1777199253217435370,1777199253282106090,1777199253213910762
3,0,295,SYRK(5;5;2),1777199253217167082,1777199253233136362,1777199253217164010
3,0,307,GEMM(7;6;2),1777199253244665578,1777199253250255594,1777199253228731114
3,0,275,GEMM(8;3;2),1777199253245168362,1777199253267807978,1777199253245133546
3,0,287,GEMM(8;4;2),1777199253261117162,1777199253285536490,1777199253261087466
3,0,299,GEMM(9;5;2),1777199253247836906,1777199253300556522,1777199253231739626
3,0,319,GEMM(10;7;2),1777199253247960810,1777199253253394154,1777199253247924970
3,0,327,GEMM(10;8;2),1777199253264532202,1777199253271077610,1777199253264528106
3,0,311,GEMM(11;6;2),1777199253282108138,1777199253289044714,1777199253282105066
3,0,335,GEMM(11;9;2),1777199253250898666,1777199253304008426,1777199253231737578
3,0,279,GEMM(12;3;2),1777199253260501738,1777199253308985066,1777199253250254570
3,0,291,GEMM(12;4;2),1777199253267841770,1777199253274231530,1777199253267806954
3,0,347,GEMM(12;11;2),1777199253285567210,1777199253292298986,1777199253285535466
3,0,351,SYRK(12;12;2),1777199253300586218,1777199253305470698,1777199253300555498
3,0,303,GEMM(13;5;2),1777199253248033514,1777199253312086762,1777199253247964906
3,0,343,GEMM(13;10;2),1777199253248022250,1777199253277425386,1777199253247961834
3,0,355,SYRK(13;13;2),1777199253254656746,1777199253294017258,1777199253247961834
3,0,323,GEMM(14;7;2),1777199253304037098,1777199253317922538,1777199253304008426
3,0,331,GEMM(14;8;2),1777199253309011690,1777199253314833130,1777199253308984042
3,0,315,GEMM(15;6;2),1777199253274260202,1777199253280354026,1777199253274230506
3,0,339,GEMM(15;9;2),1777199253261426410,1777199253297736426,1777199253231736554
3,0,359,GEMM(15;14;2),1777199253305495274,1777199253319578346,1777199253305469674
3,0,363,TRSM(5;3),1777199253321281258,1777199253328327402,1777199253312086762
3,0,367,TRSM(9;3),1777199253321280234,1777199253330780906,1777199253277423338
3,0,371,TRSM(13;3),1777199253321280234,1777199253326131946,1777199253294016234
