pe,run,task_id,op_name,start_ts,end_ts,wait_start_ts
0,0,481,GEMM(12,6,4),1777921422335854592,1777921422415150080,0
0,0,482,GEMM(13,6,4),1777921422415154176,1777921422494448640,0
0,0,483,GEMM(14,6,4),1777921422494452736,1777921422573758464,0
0,0,484,GEMM(15,6,4),1777921422573761536,1777921422653069312,0
0,0,494,SYRK(8,8,4),1777921422653072384,1777921422694857728,0
0,0,495,GEMM(9,8,4),1777921422694860800,1777921422774150144,0
0,0,496,GEMM(10,8,4),1777921422774154240,1777921422853454848,0
0,0,497,GEMM(11,8,4),1777921422853457920,1777921422932746240,0
0,0,498,GEMM(12,8,4),1777921422932749312,1777921423012042752,0
0,0,499,GEMM(13,8,4),1777921423012046848,1777921423091335168,0
0,0,500,GEMM(14,8,4),1777921423091338240,1777921423170643968,0
0,0,501,GEMM(15,8,4),1777921423170647040,1777921423249943552,0
0,0,509,SYRK(10,10,4),1777921423249946624,1777921423291739136,0
0,0,510,GEMM(11,10,4),1777921423291743232,1777921423371036672,0
0,0,511,GEMM(12,10,4),1777921423371039744,1777921423450339328,0
0,0,512,GEMM(13,10,4),1777921423450343424,1777921423529648128,0
0,0,513,GEMM(14,10,4),1777921423529651200,1777921423608947712,0
0,0,514,GEMM(15,10,4),1777921423608951808,1777921423688254464,0
0,0,520,SYRK(12,12,4),1777921423688258560,1777921423730041856,0
0,0,521,GEMM(13,12,4),1777921423730044928,1777921423809347584,0
0,0,522,GEMM(14,12,4),1777921423809351680,1777921423888651264,0
0,0,523,GEMM(15,12,4),1777921423888655360,1777921423967946752,0
0,0,527,SYRK(14,14,4),1777921423967949824,1777921424009738240,0
0,0,528,GEMM(15,14,4),1777921424009742336,1777921424089029632,0
0,0,541,SYRK(6,6,5),1777921431759586304,1777921431909298176,1777921424089033728
0,0,542,GEMM(7,6,5),1777921431909305344,1777921432219259904,1777921431909302272
0,0,543,GEMM(8,6,5),1777921432219268096,1777921432503749632,1777921432219264000
0,0,544,GEMM(9,6,5),1777921432503756800,1777921432813488128,1777921432503753728
0,0,545,GEMM(10,6,5),1777921432813496320,1777921433109208064,1777921432813492224
0,0,546,GEMM(11,6,5),1777921433109215232,1777921433419045888,1777921433109211136
0,0,547,GEMM(12,6,5),1777921433419053056,1777921433703631872,1777921433419048960
0,0,548,GEMM(13,6,5),1777921433703640064,1777921434013388800,1777921433703635968
0,0,549,GEMM(14,6,5),1777921434013396992,1777921434309082112,1777921434013392896
0,0,550,GEMM(15,6,5),1777921434309089280,1777921434618822656,1777921434309085184
0,0,560,SYRK(8,8,5),1777921434618829824,1777921434764323840,1777921434618826752
0,0,561,GEMM(9,8,5),1777921434764331008,1777921435071171584,1777921434764326912
0,0,562,GEMM(10,8,5),1777921435071178752,1777921435360692224,1777921435071174656
0,0,563,GEMM(11,8,5),1777921435360699392,1777921435667529728,1777921435360695296
0,0,564,GEMM(12,8,5),1777921435667537920,1777921435955547136,1777921435667533824
0,0,565,GEMM(13,8,5),1777921435955553280,1777921436262474752,1777921435955550208
0,0,566,GEMM(14,8,5),1777921436262482944,1777921436552049664,1777921436262478848
0,0,567,GEMM(15,8,5),1777921436552056832,1777921436859103232,1777921436552053760
0,0,575,SYRK(10,10,5),1777921436859110400,1777921437008730112,1777921436859107328
0,0,576,GEMM(11,10,5),1777921437008737280,1777921437318534144,1777921437008733184
0,0,577,GEMM(12,10,5),1777921437318541312,1777921437602868224,1777921437318537216
