pe,run,task_id,op_name,start_ts,end_ts,wait_start_ts
3,0,45,SYRK(3;3;0),1777469923725117069,1777469929566561933,1777469923344444045
3,0,46,GEMM(4;3;0),1777469923725117069,1777470048437467789,1777469923344451213
3,0,47,GEMM(5;3;0),1777469929564999309,1777470048437250701,1777469923344458381
3,0,48,GEMM(6;3;0),1777469929565408909,1777470048438005389,1777469923344463501
3,0,49,GEMM(7;3;0),1777469929565221517,1777470048437469837,1777469923344467597
3,0,91,SYRK(7;7;0),1777469929564777101,1777470048437568141,1777469923344472717
3,0,50,GEMM(8;3;0),1777469929565489805,1777470048437311117,1777469923344479885
3,0,92,GEMM(8;7;0),1777469929564916365,1777470048437445261,1777469923344483981
3,0,51,GEMM(9;3;0),1777469929564941965,1777470048437470861,1777469923344489101
3,0,93,GEMM(9;7;0),1777469929564778125,1777470048437377677,1777469923344493197
3,0,52,GEMM(10;3;0),1777469929564778125,1777470048437345933,1777469923344498317
3,0,94,GEMM(10;7;0),1777469929564778125,1777470048437219981,1777469923344502413
3,0,53,GEMM(11;3;0),1777469929565272717,1777470048437377677,1777469923344506509
3,0,95,GEMM(11;7;0),1777469929565550221,1777470048437469837,1777469923344510605
3,0,121,SYRK(11;11;0),1777469929564779149,1777470048437470861,1777469923344516749
3,0,54,GEMM(12;3;0),1777469929564779149,1777470048480647821,1777469923344520845
3,0,96,GEMM(12;7;0),1777469929565000333,1777470048437692045,1777469923344524941
3,0,122,GEMM(12;11;0),1777469929565518477,1777470048437215885,1777469923344529037
3,0,55,GEMM(13;3;0),1777469929564780173,1777470048438262413,1777469923344534157
3,0,97,GEMM(13;7;0),1777469929564780173,1777470048437218957,1777469923344539277
3,0,123,GEMM(13;11;0),1777469929564780173,1777470048437532301,1777469923344543373
3,0,56,GEMM(14;3;0),1777469929564780173,1777470048437445261,1777469923344549517
3,0,98,GEMM(14;7;0),1777469929564780173,1777470048438006413,1777469923344553613
3,0,124,GEMM(14;11;0),1777469929564780173,1777470048437311117,1777469923344558733
3,0,57,GEMM(15;3;0),1777469929565000333,1777470048437444237,1777469923344566925
3,0,99,GEMM(15;7;0),1777469929564779149,1777470048437445261,1777469923344571021
3,0,125,GEMM(15;11;0),1777469929564780173,1777470048437445261,1777469923344577165
3,0,135,SYRK(15;15;0),1777469929565435533,1777470048437377677,1777469923344581261
3,0,165,SYRK(3;3;1),1777470072594892429,1777470180172757645,1777469923344588429
3,0,166,GEMM(4;3;1),1777470072594972301,1777470180171969165,1777469923344592525
3,0,167,GEMM(5;3;1),1777470072595169933,1777470180172281485,1777469923344597645
3,0,168,GEMM(6;3;1),1777470072594892429,1777470180172113549,1777469923344602765
3,0,169,GEMM(7;3;1),1777470072594892429,1777470180171842189,1777470048435521165
3,0,211,SYRK(7;7;1),1777470062503619213,1777470072595986061,1777470048445979277
3,0,170,GEMM(8;3;1),1777470072594892429,1777470180171989645,1777470048444293773
3,0,212,GEMM(8;7;1),1777470062503619213,1777470180172070541,1777470048446591629
3,0,171,GEMM(9;3;1),1777470072594893453,1777470180171970189,1777470048446367373
3,0,213,GEMM(9;7;1),1777470062503618189,1777470072596761229,1777470048445402765
3,0,172,GEMM(10;3;1),1777470072594893453,1777470180172096141,1777470048445278861
3,0,214,GEMM(10;7;1),1777470072594893453,1777470180171780749,1777470048445585037
3,0,173,GEMM(11;3;1),1777470072594894477,1777470180172742285,1777470048444532365
3,0,215,GEMM(11;7;1),1777470072594986637,1777470180171980429,1777470048445981325
3,0,241,SYRK(11;11;1),1777470072594909837,1777470180172136077,1777470048446283405
3,0,174,GEMM(12;3;1),1777470072595242637,1777470180171762317,1777470048446598797
3,0,216,GEMM(12;7;1),1777470072595165837,1777470180172509837,1777470048445851277
3,0,242,GEMM(12;11;1),1777470072594894477,1777470180171969165,1777470048445822605
3,0,175,GEMM(13;3;1),1777470072595186317,1777470180171785869,1777470048445372045
3,0,217,GEMM(13;7;1),1777470072594991757,1777470180172733069,1777470048480666253
3,0,243,GEMM(13;11;1),1777470072594894477,1777470180171970189,1777470048445746829
3,0,176,GEMM(14;3;1),1777470072595480205,1777470180212336269,1777470048446339725
3,0,218,GEMM(14;7;1),1777470072594895501,1777470180171674253,1777470048446396045
3,0,244,GEMM(14;11;1),1777470072594894477,1777470180171781773,1777470048446598797
3,0,177,GEMM(15;3;1),1777470072594973325,1777470180171762317,1777470048445957773
3,0,219,GEMM(15;7;1),1777470072594894477,1777470180172070541,1777470048445129357
3,0,245,GEMM(15;11;1),1777470072594894477,1777470180172012173,1777470048446913165
3,0,255,SYRK(15;15;1),1777470072594893453,1777470180171842189,1777470048480667277
3,0,270,SYRK(3;3;2),1777470181910896269,1777470319189843597,1777470048445188749
3,0,271,GEMM(4;3;2),1777470186392830605,1777470319208416909,1777470048446283405
3,0,272,GEMM(5;3;2),1777470186390551181,1777470319190008461,1777470048446448269
3,0,273,GEMM(6;3;2),1777470186390551181,1777470319189909133,1777470048446856845
3,0,274,GEMM(7;3;2),1777470186390552205,1777470319189990029,1777470180179489421
3,0,316,SYRK(7;7;2),1777470186390551181,1777470319189990029,1777470180179650189
3,0,275,GEMM(8;3;2),1777470186390551181,1777470319189997197,1777470180178815629
3,0,317,GEMM(8;7;2),1777470186390552205,1777470319189996173,1777470180179115661
3,0,276,GEMM(9;3;2),1777470186390552205,1777470319189989005,1777470180177947277
3,0,318,GEMM(9;7;2),1777470186390551181,1777470319189989005,1777470180169929357
3,0,277,GEMM(10;3;2),1777470186390552205,1777470319190001293,1777470180177735309
3,0,319,GEMM(10;7;2),1777470186390552205,1777470319190001293,1777470180177874573
3,0,278,GEMM(11;3;2),1777470186390553229,1777470319190001293,1777470180179710605
3,0,320,GEMM(11;7;2),1777470186390553229,1777470319189991053,1777470180179711629
3,0,346,SYRK(11;11;2),1777470186390553229,1777470319189992077,1777470180179240589
3,0,279,GEMM(12;3;2),1777470186390554253,1777470319190012557,1777470180179385997
3,0,321,GEMM(12;7;2),1777470186390553229,1777470319190002317,1777470180177933965
3,0,347,GEMM(12;11;2),1777470186390554253,1777470319190015629,1777470180178216589
3,0,280,GEMM(13;3;2),1777470186390553229,1777470319190000269,1777470180177735309
3,0,322,GEMM(13;7;2),1777470186390554253,1777470319189989005,1777470180178587277
3,0,348,GEMM(13;11;2),1777470186390553229,1777470319189989005,1777470180180113037
3,0,281,GEMM(14;3;2),1777470186390552205,1777470319189990029,1777470180179679885
3,0,323,GEMM(14;7;2),1777470186392540813,1777470319190017677,1777470180178922125
3,0,349,GEMM(14;11;2),1777470186392584845,1777470319189977741,1777470180179352205
3,0,282,GEMM(15;3;2),1777470186390552205,1777470319190001293,1777470180177977997
3,0,324,GEMM(15;7;2),1777470186390552205,1777470319190047373,1777470180212344461
3,0,350,GEMM(15;11;2),1777470186390553229,1777470319190048397,1777470180177803917
3,0,360,SYRK(15;15;2),1777470186390552205,1777470319190048397,1777470180178674317
3,0,361,POTRF(3;3),1777470319190485645,1777470319211562637,1777470180180303501
3,0,362,TRSM(4;3),1777470319211568781,1777470319568557709,1777470180179711629
3,0,363,TRSM(5;3),1777470319211568781,1777470319568556685,1777470180178906765
3,0,364,TRSM(6;3),1777470319211568781,1777470319568566925,1777470180179393165
3,0,365,TRSM(7;3),1777470319211567757,1777470319568450189,1777470319190319757
3,0,366,TRSM(8;3),1777470319211566733,1777470319568450189,1777470319208424077
3,0,367,TRSM(9;3),1777470319211567757,1777470319568450189,1777470319190803085
3,0,368,TRSM(10;3),1777470319211567757,1777470319567983245,1777470319190521485
3,0,369,TRSM(11;3),1777470319211567757,1777470319568557709,1777470319191063181
3,0,370,TRSM(12;3),1777470319543213709,1777470320326361741,1777470319517216397
3,0,371,TRSM(13;3),1777470319543231117,1777470320483307149,1777470319529598605
3,0,372,TRSM(14;3),1777470319543579277,1777470320483465869,1777470319541944973
3,0,373,TRSM(15;3),1777470319542389389,1777470320129364621,1777470319480496781
3,0,407,SYRK(7;7;3),1777470319568567949,1777470319855348365,1777470319468222093
3,0,408,GEMM(8;7;3),1777470319568567949,1777470319855444621,1777470319492577933
3,0,409,GEMM(9;7;3),1777470319568573069,1777470319859188365,1777470319455895181
3,0,410,GEMM(10;7;3),1777470319568567949,1777470319858856589,1777470319504921229
3,0,411,GEMM(11;7;3),1777470319989279373,1777470320121550477,1777470319963830925
3,0,437,SYRK(11;11;3),1777470320066402957,1777470320122540685,1777470319988490893
3,0,412,GEMM(12;7;3),1777470320326462093,1777470320483307149,1777470320080097933
3,0,438,GEMM(12;11;3),1777470320326462093,1777470320640101005,1777470319976168077
3,0,413,GEMM(13;7;3),1777470320483463821,1777470320640101005,1777470319468221069
3,0,439,GEMM(13;11;3),1777470320483464845,1777470320797144717,1777470319492576909
3,0,414,GEMM(14;7;3),1777470320640097933,1777470320797145741,1777470319455895181
3,0,440,GEMM(14;11;3),1777470320640097933,1777470320799464077,1777470319504921229
3,0,415,GEMM(15;7;3),1777470320129428109,1777470320326362765,1777470319963830925
3,0,441,GEMM(15;11;3),1777470320129428109,1777470320483307149,1777470319988490893
3,0,451,SYRK(15;15;3),1777470320129428109,1777470320326363789,1777470320080097933
3,0,485,SYRK(7;7;4),1777470438183703181,1777470459051119245,1777470319976169101
3,0,486,GEMM(8;7;4),1777470446973125261,1777470566905407117,1777470319468221069
3,0,487,GEMM(9;7;4),1777470438183704205,1777470566907076237,1777470319492577933
3,0,488,GEMM(10;7;4),1777470446973125261,1777470566905190029,1777470319455895181
3,0,489,GEMM(11;7;4),1777470446973310605,1777470566905408141,1777470319504921229
3,0,515,SYRK(11;11;4),1777470446974265997,1777470566905576077,1777470319963830925
3,0,490,GEMM(12;7;4),1777470438183702157,1777470459051120269,1777470319988490893
3,0,516,GEMM(12;11;4),1777470446973125261,1777470566905428621,1777470320120014477
3,0,491,GEMM(13;7;4),1777470446974620301,1777470567007368845,1777470319976240781
3,0,517,GEMM(13;11;4),1777470446973126285,1777470566905271949,1777470319568565901
3,0,492,GEMM(14;7;4),1777470446973126285,1777470566905271949,1777470319568569997
