pe,run,task_id,op_name,start_ts,end_ts,wait_start_ts
0,0,0,POTRF(0;0),1777469923344464828,1777469923361364924,0
0,0,1,TRSM(1;0),1777469923361371068,1777469923724202940,1777469923357986748
0,0,2,TRSM(2;0),1777469923361370044,1777469923724202940,1777469923357986748
0,0,3,TRSM(3;0),1777469923361371068,1777469923724792764,1777469923357986748
0,0,4,TRSM(4;0),1777469923361371068,1777469923724584892,1777469923357986748
0,0,5,TRSM(5;0),1777469923361371068,1777469923728424892,1777469923357986748
0,0,6,TRSM(6;0),1777469923361371068,1777469923724903356,1777469923357986748
0,0,7,TRSM(7;0),1777469923361371068,1777469923724903356,1777469923357986748
0,0,8,TRSM(8;0),1777469923361371068,1777469923725326268,1777469923357987772
0,0,9,TRSM(9;0),1777469923691805628,1777469924407500732,1777469923617434556
0,0,10,TRSM(10;0),1777469923667146684,1777469924407529404,1777469923604894652
0,0,11,TRSM(11;0),1777469923691805628,1777469924407570364,1777469923642001340
0,0,12,TRSM(12;0),1777469923691805628,1777469924563791804,1777469923629697980
0,0,13,TRSM(13;0),1777469923692787644,1777469925309513660,1777469923691112380
0,0,14,TRSM(14;0),1777469923692254140,1777469924876952508,1777469923654258620
0,0,15,TRSM(15;0),1777469923692255164,1777469924563791804,1777469923666583484
0,0,58,SYRK(4;4;0),1777469923725326268,1777469923790562236,1777469923678909372
0,0,59,GEMM(5;4;0),1777469924038821820,1777469924396438460,1777469923988883388
0,0,60,GEMM(6;4;0),1777469924038525884,1777469924396283836,1777469923964242876
0,0,61,GEMM(7;4;0),1777469924038820796,1777469924396284860,1777469923976580028
0,0,62,GEMM(8;4;0),1777469924038821820,1777469924396284860,1777469924001055676
0,0,100,SYRK(8;8;0),1777469924039145404,1777469924396602300,1777469924037492668
0,0,63,GEMM(9;4;0),1777469924407544764,1777469924563792828,1777469924025331644
0,0,101,GEMM(9;8;0),1777469924407544764,1777469924876951484,1777469924013008828
0,0,64,GEMM(10;4;0),1777469924563415996,1777469924876950460,1777469923678909372
0,0,102,GEMM(10;8;0),1777469924563415996,1777469924876951484,1777469923988883388
0,0,65,GEMM(11;4;0),1777469924563417020,1777469924876951484,1777469923964242876
0,0,103,GEMM(11;8;0),1777469924563711932,1777469925309513660,1777469923976580028
0,0,66,GEMM(12;4;0),1777469924876697532,1777469925309513660,1777469924001055676
0,0,104,GEMM(12;8;0),1777469924876697532,1777469925309513660,1777469924037492668
0,0,126,SYRK(12;12;0),1777469924876698556,1777469925309514684,1777469924025332668
0,0,67,GEMM(13;4;0),1777469925309649852,1777469925782574012,1777469924013009852
0,0,105,GEMM(13;8;0),1777469925309649852,1777469925780258748,1777469923678909372
0,0,127,GEMM(13;12;0),1777469925309649852,1777469925780258748,1777469923988883388
0,0,68,GEMM(14;4;0),1777469925309627324,1777469925780258748,1777469923964243900
0,0,106,GEMM(14;8;0),1777469925309626300,1777469925780258748,1777469923976581052
0,0,128,GEMM(14;12;0),1777469925309627324,1777469925780257724,1777469924001055676
0,0,69,GEMM(15;4;0),1777469924876698556,1777469925780257724,1777469924037492668
0,0,107,GEMM(15;8;0),1777469924876697532,1777469925309513660,1777469924025332668
0,0,129,GEMM(15;12;0),1777469924876698556,1777469925309514684,1777469924013009852
0,0,178,SYRK(4;4;1),1777470064186140604,1777470154567305148,1777469923741836220
0,0,179,GEMM(5;4;1),1777470064186058684,1777470154569327548,1777469924407580604
0,0,180,GEMM(6;4;1),1777470064186148796,1777470154567306172,1777469924563711932
0,0,181,GEMM(7;4;1),1777470064186058684,1777470154567306172,1777469924563711932
0,0,182,GEMM(8;4;1),1777470064186058684,1777470154567307196,1777469924876948412
0,0,220,SYRK(8;8;1),1777470062502608828,1777470154568977340,1777469925780254652
0,0,183,GEMM(9;4;1),1777470064186058684,1777470154567324604,1777469925780254652
0,0,221,GEMM(9;8;1),1777470064186058684,1777470154567305148,1777469924876948412
0,0,184,GEMM(10;4;1),1777470064186098620,1777470154567306172,1777469923791902652
0,0,222,GEMM(10;8;1),1777470064186059708,1777470154565780412,1777469924407585724
0,0,185,GEMM(11;4;1),1777470064186060732,1777470154568977340,1777469924563711932
0,0,223,GEMM(11;8;1),1777470064186060732,1777470154568976316,1777469924563711932
0,0,186,GEMM(12;4;1),1777470064186058684,1777470154567306172,1777469924876948412
0,0,224,GEMM(12;8;1),1777470064186059708,1777470154567508924,1777469925780254652
0,0,246,SYRK(12;12;1),1777470064186058684,1777470154567533500,1777469925780254652
0,0,187,GEMM(13;4;1),1777470064186059708,1777470154568356796,1777469925309511612
0,0,225,GEMM(13;8;1),1777470064186059708,1777470154567306172,1777469925309510588
0,0,247,GEMM(13;12;1),1777470064186149820,1777470154567589820,1777469925309510588
0,0,188,GEMM(14;4;1),1777470064186059708,1777470154567814076,1777469925309510588
0,0,226,GEMM(14;8;1),1777470064186059708,1777470154567306172,1777469925780255676
0,0,248,GEMM(14;12;1),1777470064186060732,1777470154631722940,1777469925780255676
0,0,189,GEMM(15;4;1),1777470064186060732,1777470154567532476,1777469925780254652
0,0,227,GEMM(15;8;1),1777470064186060732,1777470154567307196,1777469925780254652
0,0,249,GEMM(15;12;1),1777470064186060732,1777470154567323580,1777469925782627260
0,0,283,SYRK(4;4;2),1777470185000745916,1777470313428986812,1777469925780308924
0,0,284,GEMM(5;4;2),1777470184998551484,1777470313429371836,1777469925780356028
0,0,285,GEMM(6;4;2),1777470184998551484,1777470313429115836,1777469925780385724
0,0,286,GEMM(7;4;2),1777470184998551484,1777470313429156796,1777469925780325308
0,0,287,GEMM(8;4;2),1777470185000747964,1777470313428986812,1777469925780339644
0,0,325,SYRK(8;8;2),1777470181909885884,1777470191966896060,1777469925780400060
0,0,288,GEMM(9;4;2),1777470184998551484,1777470313429412796,1777469925780254652
0,0,326,GEMM(9;8;2),1777470181909885884,1777470313429540796,1777469925782643644
0,0,289,GEMM(10;4;2),1777470184998852540,1777470313429115836,1777470154577235900
0,0,327,GEMM(10;8;2),1777470184998551484,1777470313429200828,1777470154579076028
0,0,290,GEMM(11;4;2),1777470184998552508,1777470313428900796,1777470154580509628
0,0,328,GEMM(11;8;2),1777470184998552508,1777470313428774844,1777470154579219388
0,0,291,GEMM(12;4;2),1777470184999240636,1777470313429496764,1777470154577396668
0,0,329,GEMM(12;8;2),1777470184998552508,1777470313428900796,1777470154580790204
0,0,351,SYRK(12;12;2),1777470184998552508,1777470313429025724,1777470154579946428
0,0,292,GEMM(13;4;2),1777470184998553532,1777470313429453756,1777470154577235900
0,0,330,GEMM(13;8;2),1777470184999634876,1777470313426190268,1777470154577235900
0,0,352,GEMM(13;12;2),1777470184998553532,1777470313429414844,1777470154579832764
0,0,293,GEMM(14;4;2),1777470185001315260,1777470313429326780,1777470154580742076
0,0,331,GEMM(14;8;2),1777470184998852540,1777470313429373884,1777470154579358652
0,0,353,GEMM(14;12;2),1777470184998553532,1777470313428900796,1777470154579414972
0,0,294,GEMM(15;4;2),1777470184998552508,1777470313430578108,1777470154581144508
0,0,332,GEMM(15;8;2),1777470184998552508,1777470313429371836,1777470154581581756
0,0,354,GEMM(15;12;2),1777470184998552508,1777470313532473276,1777470154580001724
0,0,374,SYRK(4;4;3),1777470328147009468,1777470437754341308,1777470154577255356
0,0,375,GEMM(5;4;3),1777470328146698172,1777470437754341308,1777470154579972028
0,0,376,GEMM(6;4;3),1777470328146698172,1777470437754341308,1777470154580884412
0,0,377,GEMM(7;4;3),1777470328147738556,1777470437754340284,1777470154579359676
0,0,378,GEMM(8;4;3),1777470328146698172,1777470437755085756,1777470154631746492
0,0,416,SYRK(8;8;3),1777470319566505916,1777470334201871292,1777470154581204924
0,0,379,GEMM(9;4;3),1777470328146697148,1777470437755195324,1777470154581803964
0,0,417,GEMM(9;8;3),1777470319566506940,1777470437752226748,1777470154580309948
0,0,380,GEMM(10;4;3),1777470328146698172,1777470437755162556,1777470313440911292
0,0,418,GEMM(10;8;3),1777470319566504892,1777470334201353148,1777470313447205820
0,0,381,GEMM(11;4;3),1777470328146698172,1777470437754340284,1777470313442865084
0,0,419,GEMM(11;8;3),1777470328146698172,1777470437754340284,1777470313443173308
0,0,382,GEMM(12;4;3),1777470328146699196,1777470437754218428,1777470313443694524
0,0,420,GEMM(12;8;3),1777470328146699196,1777470437754339260,1777470313430981564
0,0,442,SYRK(12;12;3),1777470328147848124,1777470437753225148,1777470313445195708
0,0,383,GEMM(13;4;3),1777470328147815356,1777470437755362236,1777470313444787132
0,0,421,GEMM(13;8;3),1777470328146699196,1777470437754670012,1777470313443482556
0,0,443,GEMM(13;12;3),1777470328147064764,1777470437754218428,1777470313447167932
0,0,384,GEMM(14;4;3),1777470328146700220,1777470437754340284,1777470313443873724
0,0,422,GEMM(14;8;3),1777470328146700220,1777470437754341308,1777470313443693500
0,0,444,GEMM(14;12;3),1777470328146699196,1777470437754474428,1777470313447282620
0,0,385,GEMM(15;4;3),1777470328146698172,1777470437755145148,1777470313444786108
0,0,423,GEMM(15;8;3),1777470328146698172,1777470437823988668,1777470313444267964
0,0,445,GEMM(15;12;3),1777470328146699196,1777470437754850236,1777470313444825020
0,0,452,POTRF(4;4),1777470437762757564,1777470437827080124,1777470313443624892
0,0,453,TRSM(5;4),1777470437827087292,1777470438181022652,1777470313447166908
0,0,454,TRSM(6;4),1777470437827086268,1777470438180995004,1777470313443276732
0,0,455,TRSM(7;4),1777470437827086268,1777470438180995004,1777470313444413372
0,0,456,TRSM(8;4),1777470437827087292,1777470438181074876,1777470313446625212
0,0,457,TRSM(9;4),1777470437827086268,1777470438180995004,1777470313446971324
0,0,458,TRSM(10;4),1777470437827087292,1777470438415041468,1777470313445535676
0,0,459,TRSM(11;4),1777470437827086268,1777470438180995004,1777470313532506044
0,0,460,TRSM(12;4),1777470437827085244,1777470438180565948,1777470437769166780
0,0,461,TRSM(13;4),1777470438158068668,1777470438700213180,1777470438132220860
0,0,462,TRSM(14;4),1777470438158038972,1777470438859546556,1777470438119911356
0,0,463,TRSM(15;4),1777470438157668284,1777470439018763196,1777470438083209148
0,0,494,SYRK(8;8;4),1777470438181213116,1777470438467401660,1777470438144546748
0,0,495,GEMM(9;8;4),1777470438181117884,1777470438460649404,1777470438095543228
0,0,496,GEMM(10;8;4),1777470438460650428,1777470438546916284,1777470438156679100
0,0,497,GEMM(11;8;4),1777470438181117884,1777470438460649404,1777470438107871164
0,0,498,GEMM(12;8;4),1777470438181117884,1777470438467099580,1777470438070485948
0,0,520,SYRK(12;12;4),1777470438628266940,1777470438693680060,1777470438627657660
0,0,499,GEMM(13;8;4),1777470438700264380,1777470438859207612,1777470438681109436
0,0,521,GEMM(13;12;4),1777470438700265404,1777470439018452924,1777470438693091260
0,0,500,GEMM(14;8;4),1777470438859592636,1777470439177462716,1777470438144546748
0,0,522,GEMM(14;12;4),1777470438859592636,1777470439018453948,1777470438095543228
0,0,501,GEMM(15;8;4),1777470439018836924,1777470439179734972,1777470438156680124
0,0,523,GEMM(15;12;4),1777470439018836924,1777470439177463740,1777470438107871164
0,0,560,SYRK(8;8;5),1777470593186968508,1777470653572896700,1777470438070485948
0,0,561,GEMM(9;8;5),1777470593186969532,1777470653575406524,1777470438627657660
0,0,562,GEMM(10;8;5),1777470593186968508,1777470653573251004,1777470438681109436
0,0,563,GEMM(11;8;5),1777470593186969532,1777470653573251004,1777470438693091260
0,0,564,GEMM(12;8;5),1777470593186968508,1777470653572896700,1777470438144546748
0,0,586,SYRK(12;12;5),1777470582279975868,1777470653570241468,1777470438095542204
0,0,565,GEMM(13;8;5),1777470593186990012,1777470653575276476,1777470438156680124
0,0,587,GEMM(13;12;5),1777470582279974844,1777470593188743100,1777470438107871164
0,0,566,GEMM(14;8;5),1777470593186969532,1777470653691124668,1777470438070485948
0,0,588,GEMM(14;12;5),1777470593186969532,1777470653573177276,1777470438627657660
0,0,567,GEMM(15;8;5),1777470593186969532,1777470653573176252,1777470438681109436
0,0,589,GEMM(15;12;5),1777470593186969532,1777470653573177276,1777470438693091260
0,0,615,SYRK(8;8;6),1777470711243438012,1777470783898852284,1777470438181213116
0,0,616,GEMM(9;8;6),1777470711243439036,1777470783854514108,1777470438181030844
0,0,617,GEMM(10;8;6),1777470711243438012,1777470783854515132,1777470438460649404
0,0,618,GEMM(11;8;6),1777470711243438012,1777470783855406012,1777470438181117884
0,0,619,GEMM(12;8;6),1777470711243439036,1777470783854514108,1777470438180995004
0,0,641,SYRK(12;12;6),1777470689146355644,1777470711247485884,1777470438859179964
0,0,620,GEMM(13;8;6),1777470711243439036,1777470783854514108,1777470439017768892
0,0,642,GEMM(13;12;6),1777470689146355644,1777470783853497276,1777470439177460668
0,0,621,GEMM(14;8;6),1777470711243439036,1777470783854515132,1777470438544477116
0,0,643,GEMM(14;12;6),1777470689146355644,1777470711247486908,1777470438467401660
0,0,622,GEMM(15;8;6),1777470711244467132,1777470783854514108,1777470438546975676
0,0,644,GEMM(15;12;6),1777470711243439036,1777470783855360956,1777470438467401660
0,0,660,SYRK(8;8;7),1777470797691915196,1777470872177080252,1777470438544477116
0,0,661,GEMM(9;8;7),1777470797691787196,1777470872177080252,1777470438859180988
0,0,662,GEMM(10;8;7),1777470797691787196,1777470872177080252,1777470439017768892
0,0,663,GEMM(11;8;7),1777470797691787196,1777470872177080252,1777470439177460668
0,0,664,GEMM(12;8;7),1777470797691787196,1777470872177080252,1777470439177524156
0,0,686,SYRK(12;12;7),1777470785502329788,1777470806141077436,1777470439018514364
0,0,665,GEMM(13;8;7),1777470797691787196,1777470872177081276,1777470439179801532
0,0,687,GEMM(13;12;7),1777470785502331836,1777470872176927676,1777470439177545660
