pe,run,task_id,op_name,start_ts,end_ts,wait_start_ts
1,0,16,SYRK(1;1;0),1777469923724672536,1777469930919342616,1777469923344444952
1,0,17,GEMM(2;1;0),1777469923724673560,1777470060796043800,1777469923344452120
1,0,18,GEMM(3;1;0),1777469930914594328,1777470060796035608,1777469923344459288
1,0,19,GEMM(4;1;0),1777469930914594328,1777470060796035608,1777469923344464408
1,0,20,GEMM(5;1;0),1777469930914595352,1777470060796034584,1777469923344468504
1,0,70,SYRK(5;5;0),1777469930914631192,1777470060796035608,1777469923344474648
1,0,21,GEMM(6;1;0),1777469930914595352,1777470060796060184,1777469923344478744
1,0,71,GEMM(6;5;0),1777469930914595352,1777470060796055064,1777469923344484888
1,0,22,GEMM(7;1;0),1777469930914597400,1777470060796035608,1777469923344490008
1,0,72,GEMM(7;5;0),1777469930914595352,1777470060797017624,1777469923344493080
1,0,23,GEMM(8;1;0),1777469930915951128,1777470060796992024,1777469923344497176
1,0,73,GEMM(8;5;0),1777469930914631192,1777470060796035608,1777469923344502296
1,0,24,GEMM(9;1;0),1777469930914595352,1777470061137985048,1777469923344506392
1,0,74,GEMM(9;5;0),1777469930914596376,1777470060797104664,1777469923344510488
1,0,108,SYRK(9;9;0),1777469930914595352,1777470060796041752,1777469923344515608
1,0,25,GEMM(10;1;0),1777469930914596376,1777470060796038680,1777469923344519704
1,0,75,GEMM(10;5;0),1777469930914596376,1777470060797104664,1777469923344524824
1,0,109,GEMM(10;9;0),1777469930914596376,1777470060796038680,1777469923344528920
1,0,26,GEMM(11;1;0),1777469930914644504,1777470060796038680,1777469923344535064
1,0,76,GEMM(11;5;0),1777469930914596376,1777470060796039704,1777469923344540184
1,0,110,GEMM(11;9;0),1777469930914596376,1777470060796039704,1777469923344544280
1,0,27,GEMM(12;1;0),1777469930916020760,1777470060796056088,1777469923344549400
1,0,77,GEMM(12;5;0),1777469930914596376,1777470060796043800,1777469923344555544
1,0,111,GEMM(12;9;0),1777469930914597400,1777470060796039704,1777469923344559640
1,0,28,GEMM(13;1;0),1777469930914663960,1777470060796042776,1777469923344566808
1,0,78,GEMM(13;5;0),1777469930914597400,1777470060796042776,1777469923344570904
1,0,112,GEMM(13;9;0),1777469930916026904,1777470060796042776,1777469923344579096
1,0,130,SYRK(13;13;0),1777469930914597400,1777470060797014552,1777469923344583192
1,0,29,GEMM(14;1;0),1777469930914597400,1777470060796043800,1777469923344587288
1,0,79,GEMM(14;5;0),1777469930914631192,1777470060795184664,1777469923344592408
1,0,113,GEMM(14;9;0),1777469930914597400,1777470060796041752,1777469923344596504
1,0,131,GEMM(14;13;0),1777469930914703896,1777470060796055064,1777469923344601624
1,0,30,GEMM(15;1;0),1777470060802682392,1777470062137656856,1777470060794308120
1,0,80,GEMM(15;5;0),1777470061137761816,1777470062137657880,1777470060804689432
1,0,114,GEMM(15;9;0),1777470061137787416,1777470062137657880,1777470060804277784
1,0,132,GEMM(15;13;0),1777470061137720856,1777470062137657880,1777470060804481560
1,0,136,POTRF(1;1),1777470061137720856,1777470062141013528,1777470060804105752
1,0,137,TRSM(2;1),1777470062141019672,1777470062502887960,1777470060804177432
1,0,138,TRSM(3;1),1777470062141019672,1777470062503231000,1777470060804602392
1,0,139,TRSM(4;1),1777470062141019672,1777470062502887960,1777470060804689432
1,0,140,TRSM(5;1),1777470062141019672,1777470062502660632,1777470060804374040
1,0,141,TRSM(6;1),1777470062141019672,1777470062503231000,1777470060805752344
1,0,142,TRSM(7;1),1777470062141019672,1777470062502887960,1777470060805510680
1,0,143,TRSM(8;1),1777470062141019672,1777470062502596120,1777470060804488728
