timestamp,datetime,power_w,total_energy_mj,gpu_freq_mhz,mem_freq_mhz,temperature_c,gpu_util_pct,mem_util_pct
1774605720.1283703,2026-03-27T11:02:00.128370,27.594,123906,2040,6251,45,0,0
1774605720.151656,2026-03-27T11:02:00.151656,27.594,126684,2040,6251,45,0,0
1774605720.1667168,2026-03-27T11:02:00.166717,27.594,126684,2040,6251,45,0,0
1774605720.179938,2026-03-27T11:02:00.179938,27.594,126684,2040,6251,45,0,0
1774605720.1922107,2026-03-27T11:02:00.192211,27.594,126684,2040,6251,45,0,0
1774605720.2042873,2026-03-27T11:02:00.204287,27.656,126684,2040,6251,45,0,0
1774605720.217707,2026-03-27T11:02:00.217707,27.656,126684,2040,6251,45,0,0
1774605720.2314332,2026-03-27T11:02:00.231433,27.656,126684,2040,6251,45,0,0
1774605720.243612,2026-03-27T11:02:00.243612,27.656,126684,2040,6251,45,0,0
1774605720.255928,2026-03-27T11:02:00.255928,27.656,129481,2040,6251,45,0,0
1774605720.2706716,2026-03-27T11:02:00.270672,27.656,129481,2040,6251,45,0,0
1774605720.2827725,2026-03-27T11:02:00.282773,27.656,129481,2040,6251,45,0,0
1774605720.295022,2026-03-27T11:02:00.295022,27.656,129481,2040,6251,45,0,0
1774605720.3104553,2026-03-27T11:02:00.310455,27.7,129481,2040,6251,45,0,0
1774605720.322597,2026-03-27T11:02:00.322597,27.7,129481,2040,6251,45,0,0
1774605720.334835,2026-03-27T11:02:00.334835,27.7,129481,2040,6251,45,0,0
1774605720.350503,2026-03-27T11:02:00.350503,27.7,129481,2040,6251,45,0,0
1774605720.3626459,2026-03-27T11:02:00.362646,27.7,132318,2040,6251,45,0,0
1774605720.39142,2026-03-27T11:02:00.391420,27.7,132318,2040,6251,45,0,0
1774605720.4045327,2026-03-27T11:02:00.404533,27.779,132318,2040,6251,45,0,0
1774605720.417101,2026-03-27T11:02:00.417101,27.779,132318,2040,6251,45,0,0
1774605720.4467466,2026-03-27T11:02:00.446747,27.779,132318,2040,6251,45,0,0
1774605720.4597917,2026-03-27T11:02:00.459792,27.779,135168,2040,6251,45,0,0
1774605720.476118,2026-03-27T11:02:00.476118,27.779,135168,2040,6251,45,0,0
1774605720.4997451,2026-03-27T11:02:00.499745,27.779,135168,2040,6251,45,0,0
1774605720.5145218,2026-03-27T11:02:00.514522,28.015,135168,2040,6251,45,0,0
1774605720.5331867,2026-03-27T11:02:00.533187,28.015,135168,2040,6251,45,0,0
1774605720.5595043,2026-03-27T11:02:00.559504,28.015,137976,2040,6251,45,0,0
1774605720.5742145,2026-03-27T11:02:00.574214,28.015,137976,2040,6251,45,0,0
1774605720.5882316,2026-03-27T11:02:00.588232,28.015,137976,2040,6251,45,0,0
1774605720.6005983,2026-03-27T11:02:00.600598,28.015,137976,2040,6251,45,0,0
1774605720.6144855,2026-03-27T11:02:00.614486,28.06,137976,2040,6251,45,0,0
1774605720.6276035,2026-03-27T11:02:00.627604,28.06,137976,2040,6251,45,0,0
1774605720.6404817,2026-03-27T11:02:00.640482,28.06,137976,2040,6251,45,0,0
1774605720.6540432,2026-03-27T11:02:00.654043,28.06,140797,2040,6251,45,0,0
1774605720.6663077,2026-03-27T11:02:00.666308,28.06,140797,2040,6251,45,0,0
1774605720.6788633,2026-03-27T11:02:00.678863,28.06,140797,2040,6251,45,0,0
1774605720.6916206,2026-03-27T11:02:00.691621,28.06,140797,2040,6251,45,0,0
1774605720.706783,2026-03-27T11:02:00.706783,28.06,140797,2040,6251,45,0,0
1774605720.7206912,2026-03-27T11:02:00.720691,28.138,140797,2040,6251,45,0,0
1774605720.7329957,2026-03-27T11:02:00.732996,28.138,140797,2040,6251,45,0,0
1774605720.7451525,2026-03-27T11:02:00.745152,28.138,140797,2040,6251,45,0,0
1774605720.757616,2026-03-27T11:02:00.757616,28.138,143598,2040,6251,45,0,0
1774605720.7727888,2026-03-27T11:02:00.772789,28.138,143598,2040,6251,45,0,0
1774605720.7849262,2026-03-27T11:02:00.784926,28.138,143598,2040,6251,45,0,0
1774605720.7974088,2026-03-27T11:02:00.797409,28.138,143598,2040,6251,45,0,0
1774605720.8104932,2026-03-27T11:02:00.810493,28.138,143598,2040,6251,45,0,0
1774605720.8226035,2026-03-27T11:02:00.822603,28.189,143598,2040,6251,45,0,0
1774605720.83492,2026-03-27T11:02:00.834920,28.189,143598,2040,6251,45,0,0
1774605720.8503125,2026-03-27T11:02:00.850312,28.189,143598,2040,6251,45,0,0
1774605720.8624697,2026-03-27T11:02:00.862470,28.189,146431,2040,6251,45,0,0
