pe,run,task_id,op_name,start_ts,end_ts,wait_start_ts
0,0,859,TRSM_R(11,4),1777844124780262656,1777844124981649664,0
0,0,861,TRSM_R(12,4),1777844124233039104,1777844124951218432,0
0,0,862,TRSM_L(4,12),1777844124233038080,1777844124949750016,0
0,0,863,TRSM_R(13,4),1777844124233038080,1777844124951219456,0
0,0,865,TRSM_R(14,4),1777844124233038080,1777844124950482176,0
0,0,867,TRSM_R(15,4),1777844124455422208,1777844124981140736,0
0,0,872,GEMM(5,8,4),1777844124233039104,1777844124776385792,0
0,0,876,GEMM(5,12,4),1777844124233039104,1777844124776526080,0
0,0,883,GEMM(6,8,4),1777844124780263680,1777844124836691200,0
0,0,887,GEMM(6,12,4),1777844124233039104,1777844124776385792,0
0,0,894,GEMM(7,8,4),1777844124233038080,1777844124775762176,0
0,0,898,GEMM(7,12,4),1777844124233038080,1777844124773851392,0
0,0,905,GEMM(8,8,4),1777844124233038080,1777844124771899648,0
0,0,909,GEMM(8,12,4),1777844124455422208,1777844124835983616,0
0,0,916,GEMM(9,8,4),1777844124233039104,1777844124776385792,0
0,0,920,GEMM(9,12,4),1777844124233040128,1777844124780263680,0
0,0,927,GEMM(10,8,4),1777844124790326528,1777844124836691200,0
0,0,931,GEMM(10,12,4),1777844124233040128,1777844124791057664,0
0,0,938,GEMM(11,8,4),1777844124233039104,1777844124776101120,0
0,0,942,GEMM(11,12,4),1777844124233038080,1777844124775762176,0
0,0,949,GEMM(12,8,4),1777844124835514624,1777844124857833728,0
0,0,953,GEMM(12,12,4),1777844124821077248,1777844124857556224,0
0,0,960,GEMM(13,8,4),1777844124790326528,1777844124846205184,0
0,0,964,GEMM(13,12,4),1777844124857555200,1777844124878979328,0
0,0,971,GEMM(14,8,4),1777844124857255168,1777844124878645504,0
0,0,975,GEMM(14,12,4),1777844124961073408,1777844124981140736,0
0,0,982,GEMM(15,8,4),1777844124951217408,1777844124971007232,0
0,0,986,GEMM(15,12,4),1777844124971006208,1777844124982060288,0
0,0,996,TRSM_L(5,8),1777844132557347072,1777844133425671424,1777844124971349248
0,0,1004,TRSM_L(5,12),1777844132557347072,1777844133429872896,1777844124949750016
0,0,1013,GEMM(6,8,5),1777844135329107200,1777844140770577664,1777844124950120704
0,0,1017,GEMM(6,12,5),1777844135329187072,1777844140770579712,1777844124961074432
