op_name,pe,freq_mhz,energy_consumed_uj,executiontime_ns,average_waittime_ns
POTRF(0),0,390,6663371,302688256,0
TRSM(1;0),0,390,20433774,908928000,0
TRSM(2;0),0,390,20845879,908916736,0
TRSM(3;0),0,390,20440475,908929024,0
TRSM(4;0),0,390,20695557,908958720,0
TRSM(5;0),0,390,20810861,908960768,0
TRSM(6;0),0,390,20817778,908938240,0
TRSM(7;0),0,390,20836666,908971008,0
SYRK(4;0),0,390,19279061,839047168,0
GEMM(5;4;0),0,390,38156767,1678537728,0
GEMM(6;4;0),0,390,38016972,1678526464,0
GEMM(7;4;0),0,390,36853728,1678543872,0
SYRK(4;1),0,390,360920847,16709344256,119460724122
GEMM(5;4;1),0,390,370291650,16677881856,14336
GEMM(6;4;1),0,390,364156930,17148612608,14950
GEMM(7;4;1),0,390,370037655,16803912704,14950
SYRK(4;2),0,390,385768277,17653381120,31133470515
GEMM(5;4;2),0,390,368742091,17028245504,14541
GEMM(6;4;2),0,390,380132049,17238131712,14950
GEMM(7;4;2),0,390,347971207,15977084928,14950
SYRK(4;3),0,390,18872086,839248896,2080060621
GEMM(5;4;3),0,390,356139962,16125426688,69689754
GEMM(6;4;3),0,390,349575755,15945526272,14746
GEMM(7;4;3),0,390,292349989,13478500352,15155
POTRF(4),0,390,6469512,302686208,0
TRSM(5;4),0,390,20383955,908944384,0
TRSM(6;4),0,390,20872719,908935168,0
TRSM(7;4),0,390,20397311,908935168,0
POTRF(0),0,465,5545561,253872128,0
TRSM(1;0),0,465,17563082,762353664,0
TRSM(2;0),0,465,17861739,762355712,0
TRSM(3;0),0,465,17327986,762350592,0
TRSM(4;0),0,465,17628893,762392576,0
TRSM(5;0),0,465,17681952,762374144,0
TRSM(6;0),0,465,17711995,762375168,0
TRSM(7;0),0,465,17748726,762384384,0
SYRK(4;0),0,465,16442627,703715328,0
GEMM(5;4;0),0,465,32416680,1407824896,0
GEMM(6;4;0),0,465,32456843,1407802368,0
GEMM(7;4;0),0,465,31832882,1407810560,0
SYRK(4;1),0,465,365787212,16421192704,118683697357
GEMM(5;4;1),0,465,348168908,16080786432,12698
GEMM(6;4;1),0,465,369859402,16566785024,13107
GEMM(7;4;1),0,465,355654476,16367232000,13312
SYRK(4;2),0,465,397691949,18028621824,30740091085
GEMM(5;4;2),0,465,379524856,17382910976,12288
GEMM(6;4;2),0,465,384812857,17299730432,12902
GEMM(7;4;2),0,465,322964621,14838084608,13107
SYRK(4;3),0,465,16112728,703962112,1743988736
GEMM(5;4;3),0,465,378529534,17352167424,58407526
GEMM(6;4;3),0,465,356719475,16426772480,13312
GEMM(7;4;3),0,465,241244519,10955747328,12698
POTRF(4),0,465,6282944,253872128,0
TRSM(5;4),0,465,17300320,762365952,0
TRSM(6;4),0,465,17873566,762342400,0
TRSM(7;4),0,465,17325396,762359808,0
POTRF(0),0,465,5667766,253870080,0
TRSM(1;0),0,465,17418721,762359808,0
TRSM(2;0),0,465,17872156,762347520,0
TRSM(3;0),0,465,17363166,762357760,0
TRSM(4;0),0,465,17623208,762390528,0
TRSM(5;0),0,465,17695597,762382336,0
TRSM(6;0),0,465,17704878,762380288,0
TRSM(7;0),0,465,17712534,762377216,0
SYRK(4;0),0,465,16441565,703715328,0
GEMM(5;4;0),0,465,32403170,1407831040,0
GEMM(6;4;0),0,465,32482014,1407796224,0
GEMM(7;4;0),0,465,32347544,1407830016,0
SYRK(4;1),0,465,370833834,16745527296,118683697357
GEMM(5;4;1),0,465,354470912,16302222336,12698
GEMM(6;4;1),0,465,366066617,16497932288,13107
GEMM(7;4;1),0,465,358329870,16409132032,13312
SYRK(4;2),0,465,399688938,18250278912,30740091085
GEMM(5;4;2),0,465,395222680,18007511040,12288
GEMM(6;4;2),0,465,391041021,17643350016,12902
GEMM(7;4;2),0,465,342944191,15787355136,13107
SYRK(4;3),0,465,16307310,703950848,1743988736
GEMM(5;4;3),0,465,367301948,16453480448,58407526
GEMM(6;4;3),0,465,364069356,16782866432,13312
GEMM(7;4;3),0,465,265668548,12050354176,12698
POTRF(4),0,465,6313566,253877248,0
TRSM(5;4),0,465,17333721,762368000,0
TRSM(6;4),0,465,17890865,762351616,0
TRSM(7;4),0,465,17345374,762356736,0
POTRF(0),0,465,5750999,253870080,0
TRSM(1;0),0,465,17297524,762357760,0
TRSM(2;0),0,465,17906864,762351616,0
TRSM(3;0),0,465,17363351,762354688,0
TRSM(4;0),0,465,17634283,762395648,0
TRSM(5;0),0,465,17687707,762384384,0
TRSM(6;0),0,465,17742906,762381312,0
TRSM(7;0),0,465,17763483,762379264,0
SYRK(4;0),0,465,16448704,703715328,0
GEMM(5;4;0),0,465,32432514,1407827968,0
GEMM(6;4;0),0,465,32489956,1407799296,0
GEMM(7;4;0),0,465,31564527,1407830016,0
SYRK(4;1),0,465,373430578,16942170112,118683697357
GEMM(5;4;1),0,465,378845389,17077752832,12698
GEMM(6;4;1),0,465,363191521,16636576768,13107
GEMM(7;4;1),0,465,355306616,16364128256,13312
SYRK(4;2),0,465,405697645,18361586688,30740091085
GEMM(5;4;2),0,465,368489735,16817880064,12288
GEMM(6;4;2),0,465,392397528,17802588160,12902
GEMM(7;4;2),0,465,345692629,15757238272,13107
SYRK(4;3),0,465,16028314,703971328,1743988736
GEMM(5;4;3),0,465,377038589,17245476864,58407526
GEMM(6;4;3),0,465,376192662,16821209088,13312
GEMM(7;4;3),0,465,311818626,14419617792,12698
POTRF(4),0,465,5913536,253875200,0
TRSM(5;4),0,465,17354442,762362880,0
TRSM(6;4),0,465,17875441,762359808,0
TRSM(7;4),0,465,17349258,762361856,0
POTRF(0),0,465,5895717,253871104,0
TRSM(1;0),0,465,17276305,762361856,0
TRSM(2;0),0,465,17758608,762349568,0
TRSM(3;0),0,465,16068280,762360832,0
TRSM(4;0),0,465,18975142,762388480,0
TRSM(5;0),0,465,17682396,762389504,0
TRSM(6;0),0,465,17704341,762378240,0
TRSM(7;0),0,465,17712197,762381312,0
SYRK(4;0),0,465,16447421,703715328,0
GEMM(5;4;0),0,465,32425329,1407820800,0
GEMM(6;4;0),0,465,32463016,1407803392,0
GEMM(7;4;0),0,465,32357923,1407812608,0
SYRK(4;1),0,465,373833955,16845594624,118683697357
GEMM(5;4;1),0,465,369039350,16917323776,12698
GEMM(6;4;1),0,465,354539122,16219018240,13107
GEMM(7;4;1),0,465,372773221,16978457600,13312
SYRK(4;2),0,465,396672484,18154016768,30740091085
GEMM(5;4;2),0,465,388270989,17730222080,12288
GEMM(6;4;2),0,465,397941403,17932958720,12902
GEMM(7;4;2),0,465,325473277,14896731136,13107
SYRK(4;3),0,465,15958659,703974400,1743988736
GEMM(5;4;3),0,465,377316162,17293903872,58407526
GEMM(6;4;3),0,465,368781856,16473261056,13312
GEMM(7;4;3),0,465,309986968,14335578112,12698
POTRF(4),0,465,6328925,253871104,0
TRSM(5;4),0,465,17339246,762354688,0
TRSM(6;4),0,465,17882423,762353664,0
TRSM(7;4),0,465,17342385,762354688,0
POTRF(0),0,465,5736295,253870080,0
TRSM(1;0),0,465,17336842,762359808,0
TRSM(2;0),0,465,17856279,762346496,0
TRSM(3;0),0,465,17378592,762356736,0
TRSM(4;0),0,465,17612269,762402816,0
TRSM(5;0),0,465,17681323,762373120,0
TRSM(6;0),0,465,17739385,762374144,0
TRSM(7;0),0,465,17723607,762378240,0
SYRK(4;0),0,465,16468449,703715328,0
GEMM(5;4;0),0,465,32414044,1407811584,0
GEMM(6;4;0),0,465,31527905,1407795200,0
GEMM(7;4;0),0,465,33192937,1407823872,0
SYRK(4;1),0,465,363821342,16432404480,118683697357
GEMM(5;4;1),0,465,363101501,16598536192,12698
GEMM(6;4;1),0,465,368202799,16626210816,13107
GEMM(7;4;1),0,465,361135126,16614892544,13312
SYRK(4;2),0,465,391551714,17941935104,30740091085
GEMM(5;4;2),0,465,391729631,17704015872,12288
GEMM(6;4;2),0,465,403519456,17670330368,12902
