frequency,mean_exec_s,mean_energy_j,median_exec_s,median_energy_j,energy_rsd,exec_rsd,edp,ed2p,e2dp
2040,88.0220345856,12108.062199999997,87.453517824,12147.781000000192,2.965641862281968,2.0740647712972886,1065776.2697329957,93811795.6749495,12904485365.211084
