pe,run,task_id,op_name,start_ts,end_ts,wait_start_ts
1,0,721,GEMM(15,11,8),1777300159077372237,1777300159375282509,1777300158374551885
1,0,725,GEMM(15,12,8),1777300159077373261,1777300160610238797,1777300158488832333
1,0,733,TRSM(10,9),1777300160608992589,1777300161445331277,1777300160608988493
1,0,737,TRSM(14,9),1777300160608988493,1777300161445922125,1777300160608983373
1,0,745,SYRK(11,11,9),1777300160731212109,1777300161212911949,1777300159369421133
1,0,741,GEMM(12,10,9),1777300161445342541,1777300161744218445,1777300161445338445
1,0,757,SYRK(14,14,9),1777300161445965133,1777300161747981645,1777300161445962061
1,0,749,GEMM(15,11,9),1777300160731212109,1777300161446283597,1777300159375285581
1,0,753,GEMM(15,12,9),1777300160728821069,1777300161212913997,1777300160610244941
1,0,761,TRSM(11,10),1777300162446283085,1777300163045043533,1777300159077906765
1,0,765,TRSM(15,10),1777300162446282061,1777300163047132493,1777300161445330253
1,0,769,GEMM(14,11,10),1777300163045050701,1777300163442584909,1777300163045046605
1,0,773,GEMM(14,12,10),1777300162799750477,1777300163020000589,1777300161445921101
1,0,777,GEMM(15,13,10),1777300163047167309,1777300163448440141,1777300163047164237
1,0,781,POTRF(11,11),1777300163580032333,1777300163744622925,1777300161212329293
1,0,785,TRSM(15,11),1777300163744630093,1777300164005682509,1777300163744625997
1,0,793,SYRK(14,14,11),1777300164023911757,1777300164297246029,1777300161744216397
1,0,789,GEMM(15,12,11),1777300164042355021,1777300164326675789,1777300164005685581
1,0,797,TRSM(13,12),1777300164606608717,1777300164882553165,1777300161747980621
1,0,801,GEMM(14,13,12),1777300164882560333,1777300165169590605,1777300164882556237
1,0,805,SYRK(15,15,12),1777300164901564749,1777300165181226317,1777300161446281549
1,0,809,SYRK(14,14,13),1777300165606178125,1777300165731446093,1777300161212911949
1,0,813,TRSM(15,14),1777300165895363917,1777300166054951245,1777300163442583885
