pe,run,task_id,op_name,start_ts,end_ts,wait_start_ts
2,0,2,TRSM(2,0),1777300122172352345,1777300123224291161,1777300122001408857
2,0,6,TRSM(6,0),1777300122172352345,1777300123325987673,1777300122001551193
2,0,10,TRSM(10,0),1777300122172353369,1777300123467915097,1777300122001680217
2,0,14,TRSM(14,0),1777300122172353369,1777300123131725657,1777300122001814361
2,0,18,GEMM(3,1,0),1777300122809676633,1777300123297887065,1777300122001951577
2,0,46,GEMM(4,3,0),1777300122809677657,1777300123325987673,1777300122001968985
2,0,58,SYRK(4,4,0),1777300122621663065,1777300123471950681,1777300122001982297
2,0,34,GEMM(5,2,0),1777300123251126105,1777300124472948569,1777300123236636505
2,0,70,SYRK(5,5,0),1777300122725644121,1777300123301599065,1777300122002009945
2,0,22,GEMM(7,1,0),1777300123333838681,1777300124665418585,1777300123318135641
2,0,82,GEMM(7,6,0),1777300123357777753,1777300124783210329,1777300123341689689
2,0,50,GEMM(8,3,0),1777300123137978201,1777300124484774745,1777300123123413849
2,0,62,GEMM(8,4,0),1777300123301600089,1777300124586865497,1777300123289795417
2,0,38,GEMM(9,2,0),1777300123251126105,1777300124677101401,1777300123236636505
2,0,74,GEMM(9,5,0),1777300123491467097,1777300124916686681,1777300123452212057
2,0,94,GEMM(10,7,0),1777300123546432345,1777300125807927129,1777300123507170137
2,0,102,GEMM(10,8,0),1777300123546432345,1777300124975510361,1777300123507170137
2,0,26,GEMM(11,1,0),1777300124684952409,1777300126110707545,1777300124649705305
2,0,86,GEMM(11,6,0),1777300123357778777,1777300126110707545,1777300123341689689
2,0,110,GEMM(11,9,0),1777300124508327769,1777300125933926233,1777300124461222745
2,0,54,GEMM(12,3,0),1777300124610429785,1777300126018898777,1777300124563304281
2,0,66,GEMM(12,4,0),1777300124696834905,1777300126114677593,1777300124657562457
2,0,122,GEMM(12,11,0),1777300124940238681,1777300126316240729,1777300124893130585
2,0,126,SYRK(12,12,0),1777300125831480153,1777300127106677593,1777300125784374105
2,0,42,GEMM(13,2,0),1777300123251126105,1777300126268316505,1777300123236636505
2,0,78,GEMM(13,5,0),1777300126128560985,1777300127364351833,1777300126094686041
2,0,118,GEMM(13,10,0),1777300123546431321,1777300127289856857,1777300123507170137
2,0,130,SYRK(13,13,0),1777300125955709785,1777300127234898777,1777300125912147801
2,0,98,GEMM(14,7,0),1777300123216286553,1777300127215158105,1777300123144312665
2,0,106,GEMM(14,8,0),1777300123158081369,1777300127372199769,1777300123144311641
2,0,30,GEMM(15,1,0),1777300126332397401,1777300127490013017,1777300126298397529
2,0,90,GEMM(15,6,0),1777300123357777753,1777300127674572633,1777300123341689689
2,0,114,GEMM(15,9,0),1777300126288423769,1777300127466457945,1777300126248340313
2,0,134,GEMM(15,14,0),1777300123289795417,1777300127721857881,1777300123144312665
